Date,Rating,Review,Vehicle Name,Miles Driven on Tires,Driving Conditions,Location,Driving Style
"February 27, 2007",4.0,I purchased these tires for my modified Trans Am (modified to resemble K.I.T.T.) and have larger widths in the rear than the front so please forgive the numbers from the initial page as I cannot recall them off the top of my head.,1984 Pontiac Trans Am ,"2,300 Miles",Combined Highway/City,"Bossier City, LA",Spirited
"February 19, 2007",3.5,Rolling resistance seems higher than my previous (Cooper) tires.  Gas mileage is about 8% poorer with BFG.  Road noise is appreciably higher than the Cooper tires.,1999 Buick Park Avenue ,"15,000 Miles",Combined Highway/City,"York, PA",Average
"February 17, 2007",3.5,I bought the BFG Radial TAs For my wifes malibu she loveas the tires and so do I  Im looking forword to getting them for my truck soon,2000 Chevrolet Malibu LS ,"7,000 Miles",Combined Highway/City,"MADISON, WI",Spirited
"February 16, 2007",2.0,"Worst tires Ive ever seen! After 27,000 miles they are ready for the trash.You should not have to spend 500.00 on another set of tires when your car is only a year old!",2006 Honda CR-V ,"27,000 Miles",All On Road,"springvale, me",Spirited
"February 07, 2007",2.0,"These tires became hard plastic after 1 year only. The car slides on ICE and Light snow and heavy snow as if it is on Ice Skates. Today I almost died when the car spun around on me ON DRY ICE FREE PAVEMENT as I was making a left turn to get into a ramp leading to the freeway. I would not recommend these Tires one bit. I have the BFGoodrich Traction T/A on my Honda Accord and they are outstanding, everything that these Radial TA tires are not. Worst tires I have ever used.",1996 Nissan Pathfinder LE 4wd ,"40,000 Miles",All On Road,"Cleveland, OH",Spirited
"January 28, 2007",4.0,I have mounted these tires on a Classic Mustang Convertible -67 and only drive during the summer.,1967 Ford Mustang 200/289 OE Engine,"1,200 Miles",Combined Highway/City,"BERLIN, CT",Average
"December 16, 2006",4.5,"This is my second set.  My only complaint is treadwear.  I currently have 15K on this set and based on the current tread depth, I estimate Ill get another 10K to 15K.  Other than that, the tire is great.  Good value for the $.",1999 Dodge Dakota 2wd ,"15,000 Miles",All On Road,"Cary, NC",Average
"December 01, 2006",4.0,"Its a 2wd Ranger, warmed over 4.0l with a 5-speed and 3.55 posi rear. I wailed on these tires for 30,000 miles after they were on my wifes 300 hp Cougar XR7 for 20,000 miles. They wear excellent, quiet, awesome dry and wet traction. This truck has also had 255/50 17 G-Force T/As, would recommend BFGs to anyone. Great tires!",1995 Ford Ranger Super Cab 2wd ,"50,000 Miles",All On Road,"Townsend, MA",Spirited
"October 25, 2006",3.5,These tires look great on my conversion van complimented by white wagon wheels. They are are good all around street tires but their appearance is the best feature.,1995 Chevrolet Astro ,"5,000 Miles",Combined Highway/City,"Cicero, NY",Easy Going
"October 20, 2006",5.0,Never had a problem with the Goodrich Radial T/A,1993 Ford Mustang LX 5.0,"8,000 Miles",Combined Highway/City,"OLNEY, MD",Average
"October 20, 2006",4.5,"When I got the car, it had Michelins on it and the car didnt ride very well. If you took the car around a corner to fast you could feel it sliping some. When it came time to get new tires I was looking for something cheap, since I am a student. These tires came in the lowest price. When I mounted them on my rims, the car handled so much better, No more slipping in the corners.",1992 Chevrolet Caprice ,"10,000 Miles",Combined Highway/City,"Butler, Pa",Average
"October 17, 2006",4.0,"I used to get stuck in backyards with the old wilderness tires from Firestone. Now I dont get stuck anymore. I dont spin my tires at redlights in the rain. And big puddles on the freeway are not a problem any more. I used to have to ""plug"" holes in tires all the time. I havnt had a flat tire with these yet. Even though I drive in and around the work site. Loveem",2001 Ford Ranger 2wd XL ,"20,000 Miles",Mostly On Road,"Tupelo, MS",Spirited
"October 15, 2006",3.5,"I drive alot of in town,gravel,highway miles everyday. Depending on my mood and how quick i need to get somewhere i take gravel and they hold great. If i decide to race at a red light,they launch good but slide just a little.Overall they hug the road for what i put on them.",1987 BMW 325is ,"9,000 Miles",Combined Highway/City,"coralville, ia",Spirited
"September 16, 2006",5.0,"When I was searching for the best tires for my classic car, everything I read and everyone I spoke to said these were the tires to buy, so I did.  They have a great look and ride smooth and quiet.  Even after 8 years and 11,000 miles, every year people ask me if I just put new tires on my car.  They still look brand new.",1972 Chevrolet Monte Carlo ,"11,000 Miles",Mostly City,"Cleveland, OH",Easy Going
"September 14, 2006",3.5,nice tire ..good tire life,2002 Hyundai Santa Fe 4wd ,"50,000 Miles",All On Road,"waldorf, mD",Average
"August 30, 2006",4.0,"Having used the G-Force and Comp T/As on my other vehicles, I purchased the Radial T/A for my daily driver Ranger pickup. As usual, bfg doesnt diappoint. Theyre grippy tires but are a little noisey like the old comp t/as. Its nice that BFG can make a regular tire for a regular vehicle thats affordable, and still better than the competition.",1993 Ford Ranger 2wd ,"40,000 Miles",Mostly On Road,"Sacramento, CA",Spirited
"August 12, 2006",4.5,"I realize that the scores I have given this tire may seem a little extreme. However, I have never had as good of an experience with any other purchase. I am what most would consider a very aggressive driver. Not only do I enjoy it in my spare time, but it is my job. I put these tires on my monte carlo over eight years ago, and believe it or not they still have more than enough tread to be legal after over eighty-thousand miles. I highly recommend anyone to at least try them out if you get the chance. You wont regret it.",1974 Chevrolet Monte Carlo ,"80,000 Miles",Combined Highway/City,"Warsaw, OH",Spirited
"July 30, 2006",3.0,"These tires on my V8 powered 2wd Dakota dont agree with my right foot too much, unless Im doing a burnout. Dry traction isnt great but isnt bad either. Wet traction is a challenge but far from unsafe. The only thing that would keep me from buying the tires again would be the tire wear, or lack of it. With only 22,000 miles on them they have worn past the wear bars. The tires would be much better on a lesser powered car or truck with a driver that has a lighter right foot.",2002 Dodge Dakota Reg Cab 2wd ,"22,000 Miles",All On Road,"Onancock, VA",Spirited
"July 25, 2006",4.0,Bought T/A Radials to replace stock equipment General XP2000.  Superior tire in all aspects.  Will buy again.,2004 Pontiac Montana 2wd ,"10,000 Miles",Combined Highway/City,"Virginia Beach, VA",Average
"July 25, 2006",4.0,Replaced Goodyear Eagle ST with the Radial T/A.  Great tire with awesome wet traction.  The agressive looks are a plus on this classic Chevy.,1980 Chevrolet Monte Carlo ,"9,000 Miles",Combined Highway/City,"Virginia Beach, Va",Spirited
"July 12, 2006",4.0,If you are looking for a comfortable ride tire this is the one for you. This tire has excellent road noise and had decent response.  I would recommend these to anyone with older vehicles that need an improved ride.,1991 Chevrolet Corsica ,"10,000 Miles",Combined Highway/City,"High Ridge, MO",Average
"July 05, 2006",4.0,ive had these tires for about 1000 miles and ive smoked them a lot! (gotta show off) and they seem to be holding up great!,1969 Chevrolet Camaro ,"1,000 Miles",Combined Highway/City,"deming, nm",Spirited
"June 09, 2006",4.0,i have been using bfg radials for the past 15 years they are a great all around tire for all seasons and they dont break the bank either,1978 Chevrolet Monte Carlo ,200 Miles,Combined Highway/City,"STATEN ISLAND, NY",Average
"May 31, 2006",4.0,"I recently replaced the Firestone tires on my 2001 Civic EX coupe and the change was amazing! These tires are made for the car. If your in the market for new tires for a Civic coupe, you cant go wrong with these. They are a must buy!",2001 Honda Civic EX Coupe ,"1,000 Miles",Combined Highway/City,"monroe, mi",Average
"May 15, 2006",4.0,"I beat the crap of these tires for 50k. The are starting to separate and the tread is dry. Snow, Mud, Dirt and Street they performed well. %9k hard driver 70k mild driver.",1995 Chevrolet K1500 Z71 Pick-up ,"51,000 Miles",On Road/Off Road,"Sacramento, CA",Spirited
"May 12, 2006",2.5,"Best value for the $.  A good all round tire for daily driving.  Fair traction on hard acceleration, very predictable on a road course.",1969 Chevrolet Camaro ,"25,000 Miles",Combined Highway/City,"Airdrie, AB",Spirited
"May 03, 2006",4.5,"i really like this tire. its very quiet on the highway compared to the road huggers i used to have.  u can expect anytire to not break free in gravel unless itsan all terrain or off road tire. even then, they are still going to spin in gravel. i drive mostly on dry roads and the traction is great. i also drive on a lot of gravel roads and up steep hills. with only 2wd i am limited to where i can go. but with there tires i was able to go up steeper inclines without wheel spin. and they ride very smooth. im very satisfied with them",1992 Toyota Pick-up 2wd ,200 Miles,On Road/Off Road,"pueblo, co",Average
"May 02, 2006",4.0,"My review is as a conservative safe driver.  I drive mainly at speeds of 65 to 72 mph and try to avoid hard braking.  However, these tires come through for me if I must stop suddenly.  The tires are very quiet on my Cavalier car and passengers comment on its smooth ride.  Handling is very good.  I may not be so demanding of tires so long as they hold up.  And this tire holds up.  I have owned 4 sets of BF Goodrick T/A and have never, I repeat, never had a flat.  Got a nail stuck in one-one time but it didnt go flat.  The warranty covered the repair.  The set of T/A tires Im running right now have at least 66,000 miles on them--and guess what, except for the corners, the tires look like they have only about half that many miles on them!  The funny things this time with this set of tires is Ive only had them rotated two times.  Im about to go get another set.  I dont drive crazy in rain and I slow down to about 35 or 40 mph in snow but they get me to where I am going.  I keep my wheels aligned and I adjust my driving for weather conditions.  You cant expect any tire to be totally safe in ice/snow and hard rain.  The driver has to give the tires a break.  Hope this review helps you in some way.--Mike Baggett",1996 Chevrolet Cavalier Sedan LS ,"66,000 Miles",Mostly Highway,"Booneville, Ms",Average
"May 01, 2006",4.0,"I use this tire on my stock rims for my winter tires, I love them, my car came with goodyears stock and I hated every mile I dorve on them untill they prematurly wore out 15,000 miles after I bought my car. these tires feel great up until the higher speeds and then have a slight float, nothing that cant be delt with. I will always run these tires come winter rime as long as I have my corolla",2004 Toyota Corolla S ,"10,000 Miles",Combined Highway/City,"Lakewood, CO",Spirited
"April 25, 2006",4.0,Cost to much,2000 Ford Focus LX Sedan ,"36,000 Miles",Mostly City,"Valparaiso, In",Spirited
"April 20, 2006",4.0,"I dont like the way they drive on very wet roads. They arent lasting as long as they should especially considering I have rotated, and maintained air pressure etc.",1998 Toyota Camry XLE ,"30,000 Miles",Combined Highway/City,"Henderson, TX",Average
"April 06, 2006",4.5,"Ive run Radial T/As for almost 15 years, Ive NEVER had problem with performance, milage, etc. They still look as good now w/the RWL as they did the first time I ever put a set on my car. A musy buy!",1984 Chevrolet Monte Carlo ,"30,000 Miles",All City,"Holyoke, ma",Spirited
"March 23, 2006",3.5,"Treadwear is exceptional 75K on them and still have 3-5K to go. Wet traction is fair.  Prone to punctures, had 7 so far. Good thing I could fix them myself, would have cost $$$. Looking at another set of BFG.  Considered Yokohama Avid ST, but after looking at the reviews I change my mind. People have reported quick treadwear and need of a replacement after 30,000. Not for me Id be buying tires next year. Ill stick to BFG.",1998 Toyota Tacoma 2wd Xtra Cab ,"75,000 Miles",All On Road,"Corona, Ca",Spirited
"March 07, 2006",3.5,"ok i have 2 thunderbird sports my newest is a 91 and it has 46,000 original miles on it. it handles like a mustang with these tires on it. scince the cars are rear wheel drive and these tires wear out fast on the rear i run a dunlop gt qualifier on the back. i just started this combo but so far so good ... definately a good choice for the front but can get expensive for the back if you are a lead foot.",1991 Ford Thunderbird ,"7,000 Miles",Combined Highway/City,"murrysville, pa",Spirited
"March 06, 2006",4.5,"These BF Goodrich Radial T/A tires are excellent on dry traction!! They also have great cornering stability and steering responsiveness too. I put a set of them on my Grand Am last year, and so far after 16,000 miles Im still very pleased with the performance they give to my car.{not to mention they look really sharp} I will definitely",1991 Pontiac Grand Am Coupe ,"16,000 Miles",Combined Highway/City,"Bourbonnais, IL",Average
"March 04, 2006",5.0,"When I first started driving years ago, I thought a tire was a tire. But since then I have purchased a number of different tire brands and so far BF Goodrich is THE BEST! I am actually getting ready to purchase another set of wheels to go on my truck and i would not put anything but BF Goodrich on it. Excellent quality!!!!",2002 Chevrolet S10 Extra Cab 2wd ,"99,000 Miles",All On Road,"Glennville, GA",Spirited
"January 24, 2006",3.5,these tires have been very good to me except on the snow covered ice.  they withhold my fast cornering and last minute braking.  I would recomend this tire for as person who mainly drives their vehicial in the summer or light snow.  I have drivin over 15000 miles on these tires and they will go for at least 15000 more.  I made a good move when I bought them.,1999 Ford Ranger 2wd XLT ,"15,000 Miles",Mostly On Road,"manitowoc, wi",Spirited
"January 09, 2006",3.5,"For the cost it was the best buy out there,  Ive always liked Mechilins and seeing BFG are made by Mechilin, I tryed then and they ride like equal priced mechilins, but with the retro style of the raised white lettering and tread of BFGs",1995 Dodge Intrepid ,"2,000 Miles",Combined Highway/City,"Surrey , bc",Average
"January 07, 2006",4.5,Nice smooth ride-fantastic look against my black  Imperial-1981,1981 Chrysler Cordoba ,275 Miles,Combined Highway/City,"PRINCETON, IN",Average
"January 07, 2006",2.5,"Ive used the BFG Radial T/A tires on my Tahoe for about 200k miles.  These tires can be good or really lousy - its all a throw of the dice.  I always buy 4 tires at a time.  Ive had 1 set that were perfect.  Ive had one set that 3 of the tires had to be replaced due to not being able to be balanced.  Ive had problems with these tires holding a balance.  Ive always had to go back multiple times to get the tires re-balanced right after purchase.  Theyd be balanced, ride okay - a week later theyd be bouncing all over the place.  Some sets would finally balance out, some wouldnt.  My current set never balanced out but BFG has gotten much more strict on what they consider to be a defective tire.  Even though Ive had this set, (like every set) rotated every 5k, Ive never had a good ride out of this set of tires even though Ive had them re-balanced with every rotation.  The tires last anywhere from 30k to 45k - Ive always driven ""spirited"" but the tire wear varies greatly.  Ive found that every set of tires changed to a much poorer level of operation at about 20K to 25k miles.  Overall ... Ive had 5 sets of BFG Radial T/As on my Tahoe, Ive been totally happy once, middle of the road happy twice, somewhat unhappy once and really unhappy once.  I will not purchase another set of these tires again.  Ive been looking at a lot fo reviews and for a Tahoe/Yukon, the best reviews for the size tire I want (255/70R15) Ive decided that my next set, which I need to get now, will be the Firestone Destination LE tires.",1997 Chevrolet Tahoe 2wd ,"40,000 Miles",Mostly On Road,"Vero Beach, FL",Spirited
"December 30, 2005",3.5,"I had Bridgestones and they wore out in less than 30K miles.  The T/As are much better all around.  Ive made two 700 mile Interstate trips and driven in one snow storm.  The T/As are quieter and handle better on my Suburban than either the Firestones or the Bridgestones I had previously.  This makes my 5th set of T/As on trucks, SUVs and vans I have and I couldnt be happier.",1999 Chevrolet Suburban 1500 4wd ,"1,500 Miles",Mostly On Road,"Sioux Falls, SD",Average
"December 30, 2005",3.0,"Very nice, good weather tire. Very sporty appearance on my conversion van. Tire is available in many hard to find sizes with white letters.",1995 Chevrolet Astro ,500 Miles,Combined Highway/City,"CLAY, NY",Easy Going
"December 29, 2005",3.5,"This is the second set of these tires on my Maxima. I was reasonably happy with the first set but treadwear was only average, not as impressive as the Radial TA/kos on my truck. After the first light snow of the season the first set couldt pull us up a hill so I had them replaced. ",1997 Nissan Maxima SE ,100 Miles,Mostly Highway,"Elizabethtown, pa",Average
"December 19, 2005",5.0,If I didnt feel these tires were worth a 10 I wouldnt have bought them. The Goodrich Radial T/A is a great tire I have been using them for years on my other cars,1993 Ford Mustang LX 5.0,500 Miles,Combined Highway/City,"OLNEY, MD",Average
"December 15, 2005",4.0,"I bought these to replace the original Uniroyals and was told by several ""car guys"" that they wouldnt wear well.  Boy were they wrong, I have 35K miles on these puppies and they still have 1/2 their tread left.  I highly recommend these tires for lighter vehicles.",1997 Ford Escort Sedan ,"30,000 Miles",Mostly City,"North Wales, PA",Average
"December 15, 2005",3.0,Tires had great traction during winter until this year.  Have spun out quite a few times with the first few snowstorms and tires just spin when starting from a complete stop with any snow on the road.  Tires still have enough tread but time for new tires.  Probably will get different kind next time.,2002 Chevrolet TrailBlazer LTZ 4wd ,"45,000 Miles",Mostly On Road,"Rochester, MN",Spirited
"December 08, 2005",3.5,Wouldnt be afraid to go another 8K in summer driving conditions.  Pricing is exceptional when you take the amount of mileage driven into consideration.,2003 Ford Explorer XLT ,"56,480 Miles",All On Road,"Winston Salem, NC",Spirited
"December 05, 2005",3.0,"Tires came on my truck and are just horrible in the rain. The wet traction is horrible and downright dangerous. Tires spin on take-off if road is the least bit wet and I have a 4 cylinder. Horrible, horrible wet weather traction. Have not put braking to the test in wet conditions as I drive very slow and give cars ahead of me plenty of room. These are so bad in rainy weather that we take my wifes car if possible when it rains. Will be coming off and replaced very soon. They get worse wet weather traction as they wear, also.",2000 Toyota Tacoma 2wd ,"30,000 Miles",All On Road,"Albany, Ga",Average
"December 03, 2005",4.0,"Bought my truck used with 25,000 miles - with Firestones that were bald.  Bought the T/A set thinking, if they were good enough for the Bandit, theyre good enough me me!  With 10,000 on the tires, I had to make an emergency slam on the brakes, wet pavement, 40 mph stop, with a passenger who drives a Porsche.  After we both took a deep breath, he said, ""Oh my gawd, what tires do you have on this this thing?""  ",1999 Ford Ranger 2wd XLT ,"60,000 Miles",Mostly On Road,"Lawrenceville, IL",Average
"December 01, 2005",3.5,THESE TIRES ----. FOR A 50000 MILE TIRE YOU WOULD THINK YOU COULD COULD GET AT LIEST 35000 TO 40000 MILES.I SHOULD HAVE GONE WITH MICHELIN.,1999 Chevrolet Tahoe 2wd ,"28,000 Miles",All On Road,"DALLAS, TX",Spirited
"November 30, 2005",4.0,Radial t/as are the best bang for the buck. I dog my s-10 and these tires never let me down. I wont even consider another tire for my s-10.,1993 Chevrolet S10 2wd ,"50,000 Miles",All On Road,"hyattsville, md",Spirited
"November 19, 2005",3.0,"These tires really last a long time, other than that, they arent anything special. There are much better tires out there for less. They ride  loud and pretty stiff too. My kumho touring 732s put these tires to shame.",2002 Pontiac Sunfire SE Sedan ,"44,000 Miles",Mostly City,"fort bragg, NC",Average
"November 15, 2005",5.0,I have these tires on my 1975 corvette. They are 15 years old. I smoked the tires numerous amount of times(150 plus feet and more of tire burning patches). I still have the little nobs between the rubber. The tires are like brand new. If you dont believe me I can e-mail you a picture of the tires. These tire should be in the hall of fame! Bob,1975 Chevrolet Corvette ,"20,000 Miles",Combined Highway/City,"Crete, Il",Spirited
"November 15, 2005",3.5,Purchased another two set for my brothers F-150 in 295/50/15 awesome tires and another mustang of mine,1984 Ford Mustang ,"12,000 Miles",Combined Highway/City,"Bartlett, NH",Spirited
"November 14, 2005",3.5,"These were the OEM tires on my wifes Outback Sport.  Other cars are a Nissan Sentra SE-R with summer and snow tires, and a Toyota MR2 with summer tires.  These BFGoodrichs still have some tread left, but they no longer have good rain traction and are starting to dry rot.  The car is actually pretty fun to drive in the dry, and when the tires had less than 35k miles, they were excellent in rain and snow (would rate them a ""7"" new, but ""4"" now).  For the price, decent snow/rain traction, high treadwear, and relatively high fun-to-drive factor in the dry, we will by buying another set.",2001 Subaru Outback Sport ,"66,000 Miles",Mostly City,"Cincinnati, OH",Average
"November 04, 2005",4.0,This is an excellant tire and will continue to use it.,1994 Chevrolet S10 2wd ,"80,000 Miles",Mostly On Road,"statesboro, GA",Average
"October 14, 2005",3.5,"Second pair of Radials Ive had from BF and they were good tires.  My first pair, I put 97,000 miles on with no problems.  Mostly highway these tires held up great.  Even the last pair I had I beat the heck out of and they lasted as long as they should have.  I recommend them for street use, but would shy away if you have an SUV.",1999 Chevrolet Blazer 4wd 4dr ,"60,000 Miles",All On Road,"Annapolis, MD",Spirited
"October 12, 2005",5.0,We have been getting rain this whole week in NY. I put thses tires on my 86 Turbo Coupe and man they are great. It handles alot better then any other tire I have ever bought. Driving in the rain feels like driving on a dry road.,1986 Ford Thunderbird ,100 Miles,Combined Highway/City,"Bayside, Ny",Average
"September 23, 2005",4.5,T/AS ALWAYS GIVE THE BEST WINTER TRACTION ON MY,1996 Ford Thunderbird ,"1,500 Miles",Combined Highway/City,"SOUTH BEND, IN",Average
"September 23, 2005",4.5,T/AS ALWAYS GIVE THE BEST WINTER TRACTION ON MY,1996 Ford Thunderbird ,"1,500 Miles",Combined Highway/City,"SOUTH BEND, IN",Average
"September 16, 2005",2.5,"I bought a set of these on my friends recommendation whos said BFGs ""wear like iron"". Turns out this is an average tire at best. They are very bad in the rain. I can spin the tires without even trying and my Ranger has an underpowered 4 cylinder. One tire is also leaking although this could be attributed to Michigans pitiful roads.",2001 Ford Ranger 2wd XLT ,"25,000 Miles",Mostly On Road,"Flint, mi",Average
"September 13, 2005",3.0,"my old camaro just had way  to much power for these tires.  i managed to burn off a set in about a week and a half.  of course three trips to the drag strip didnt help.  but other than not ""hooking"" off the line i really liked them and would pobably spring for a new set if i still owned the car.",1978 Chevrolet Camaro ,500 Miles,Combined Highway/City,"bryant , ar",Spirited
"September 09, 2005",4.0,I actually have B F Goodrich Primera tires and they arent listed on the sheet.,1998 Oldsmobile Intrigue GL ,"35,000 Miles",Combined Highway/City,"Jackson, Mi",Average
"September 08, 2005",3.0,"i drive harder than there is a category for. i love these tires for my 1992 t-bird sport. it has a 5.0h.o and i kill these tires with in 10,000 miles they handle well and look even better. others could get better treadwear than me but i have more fun than them too.",1992 Ford Thunderbird ,"7,000 Miles",Combined Highway/City,"murrysville, pa",Spirited
"September 03, 2005",2.5,bfg radial ta is a good tire but cant keep up with huge sway bars and stiff springs. my Trans Ams weak point in corners are the tires but i will say they held up good enough through the twistys to stay in front of a c5 vette. i know that pontiac engines were known for there low end torque but i am running 8:1 compression and cannot hook up until after 35mph tire is good for cruising not running hard,1977 Pontiac Firebird ,"3,000 Miles",Combined Highway/City,"van buren, AR",Spirited
"August 22, 2005",4.0,"I purchased these tires in May of 2005 to replace the factory BF Goodrich Radial T/A ones I had on my 99 Explorer (Eddie Bauer). I went with the Yokohamas after reading the reviews here on Tire Rack. All I can say is WOW! What a difference! Before, there was so much noise and vibration I thought I was riding over metal grates. Once I put the Yokos on, noise has dropped considerably, handling is better, and cornering and steering are also much improved. I definitely would recommend these tires!",1999 Ford Explorer Eddie Bauer ,"35,000 Miles",All On Road,"Bernardsville, nj",Average
"August 15, 2005",4.0,"good tires for my daughters use, wont be used in snow or cold weather.",1995 Nissan 240SX ,"1,200 Miles",Mostly City,"CHAGRIN FALLS, OH",Average
"July 09, 2005",4.0,"I have 25.000 miles and still have 40% tread. every 3,000 miles with oil change tires get balance and rotated. aligement every other year and have new struts and shocks.(monroe)works for me.if the car set a day or two they have a flat spot. the shimmey in the front will go away with lower air presure. love my T/A.",1993 Ford Thunderbird ,"25,000 Miles",Combined Highway/City,"port hueneme, ca",Average
"July 08, 2005",4.5,"THESE TIRES KICK BUTT! Im upset that BFG discontinued my size, 2655015.  They look great! They handle incredible! Speeding taking the corners in these tires made my truck feel like my sportscar!",1995 Ford Ranger Splash 2wd ,"65,000 Miles",Mostly On Road,"Tustin, CA",Spirited
"July 04, 2005",3.0,"these tires have tendency to shimmy in the front end, they need to be rebalanced a lot, they are horrendus in winter or rainy conditions, they are ok on the highway because they are smooth but they seem to develop flat spots over night, they handle ok on dry cornering. Might be a good tire if you drive on the highway and live in the desert.",1987 Audi 5000 Turbo Quattro ,"10,000 Miles",Combined Highway/City,"manchester, nh",Spirited
"June 08, 2005",1.5,Have been experiencing a shimmy in the front end of my truck.  The truck seems to jump to the right when you go over a normal bump.  Had front end checked nothing found.  Having difficult time with dealer in replacing tires.  Got the run around and sent back to the auto dealer.  I am not very happy with the service and the product.  Has anyone else experience this skipping problem with these tires..  Please post if you have.,2003 Dodge Ram 1500 QuadCab 4wd ,"9,000 Miles",Mostly On Road,"Endicott, NY",Spirited
"June 06, 2005",4.0,i still have some tread on my tires and they dont look 2 bad except they are showing cracks on the sides,1996 Chevrolet Blazer 4wd 4dr ,"51,000 Miles",Mostly On Road,"tewksbury, ma",Easy Going
"June 03, 2005",2.5,"The car is actually a Chevelle, but thats not listed.  These tires seem to hold up to the power of a 454 okay, and theyre cheap enough to burn em once in a while, which is easy.  They last a LONG time and resist rot pretty good.",1972 Chevrolet Monte Carlo ,"10,000 Miles",Mostly City,"Perkasie, PA",Spirited
"May 27, 2005",4.0,"Love these tires, hope they never go out of business!",1996 Dodge Neon Coupe ,250 Miles,Combined Highway/City,"FREEHOLD, NJ",Spirited
"May 15, 2005",Not Rated,waiting on wheels,1990 Chevrolet C1500 2wd Pick-up ,0 Miles,Combined Highway/City,"LYNDON, KS",Spirited
"May 10, 2005",1.5,These tires were made popular by movies and the fact they come in odd sizes. Maybe its just the vehicle I have them on but I can never get traction with them! They also wore right down the middle even though they werent ever over inflated. They also smell awfull when you peel out. Which is all the time due to lack of traction. I could never drive in winter with them even if we had 1 inch or 1 foot of snow. I wish more companies would make raised white letter tires in odd sizes instead of just the handful that are out now.,1993 Chevrolet C1500 2wd Pick-up ,"8,000 Miles",All On Road,"torrington, ct",Spirited
"May 03, 2005",4.0,"BFG Radials are one of the best tires out there. I have been using these on my cavy since i bought it at 16, bout 5 years ago, and they are just so solid. i beat the crap out of them, i drive them extremely hard, and they just ask for more. treadwear could be a bit better, but i smoke them off about 8 times a day, so i guess i cant complain.",1989 Chevrolet Cavalier Z24 ,"6,000 Miles",Combined Highway/City,"easton, pa",Spirited
"April 27, 2005",4.5,I have these tires on my 1937 streetrod so they really dont see any snow traffic but I have used the Radial T/A on my other cars and they are superb in snow.,1991 Ford Tempo ,"1,000 Miles",Combined Highway/City,"OLNEY, MD",Average
"April 11, 2005",4.0,Ive had the car for 10years... This tire is absolutely perfect for my driving style. I bought one set about 5 years ago and never looked back. I also have them on my t-bird and love them...,1987 BMW 325e ,"17,000 Miles",Combined Highway/City,"Johnstown, PA",Spirited
"April 08, 2005",4.5,"These tires are Great!  I saw a set way back when, thought the tread design looked stupid, so I never tried them.  I finally tried a set (I Love BFGs) and they are by far the best tire Ive put on my poor truck.  I still have it confused with a Firebird, so it gets driven HARD.  The tires are never the weak link in handling/braking...  Ive yet to loose grip (cept intentionally)  Awesome Product!",1992 Dodge Dakota 2wd ,"2,000 Miles",All On Road,"Albuquerque, NM",Spirited
"March 29, 2005",4.5,"3-29-05 As Past I Purchased 3 Sets (4) 1st Ran Earliest Version On My 1979 Dodge Street Van, B250,Outer Edges Wore Bad- But Warranty---BFG Replaced 2nd Version-OK!",1968 Chevrolet Corvette ,"20,000 Miles",Combined Highway/City,"Granada Hills, CA",Spirited
"March 26, 2005",3.5,"27000 miles on these tires and theyre within weeks of needing replacement (most wear bars are even with tread).  Tire wear and pattern is pretty much even.  If the road is wet, its difficult to pull out into traffic without spinning the front wheels (Focus SE with manual transmission).  Dry performance is quick and stable.",2000 Ford Focus SE Sedan ,"27,000 Miles",Combined Highway/City,"Richmond, VA",Spirited
"March 26, 2005",4.0,"Looked at all types of tires,choose the TAs to make a trip from Alaska to Galv. Texas, then stay on the car for the next 3 yrs as a students car. The tires  performed great,in all weather and road conditions, snow,ice, rain,dry,muddy,pavement and dirt roads I was very impressed...",2000 Kia Sephia LS ,"6,000 Miles",Combined Highway/City,"Eagle River, AK",Average
"March 24, 2005",2.0,"I must confess that in advance that I may be bitter because the tire shop put these on my Cavalier instead of the (far superior) Traction T/As.  Ive had them on for a couple of months and so far Ive driven in snow/slush/ice/wet pavement/dry pavement and I have not been very pleased with them.  Although they seem better in the snow/slush than the tires they replaced (""Dean Stingers""), my old tires only had 2-3/32"" of tread left and were about the cheapest tire you can buy.  Grip in all conditions is mediocre at best.  Dry grip is good enough for my relatively underpowered car, but wet/snow/ice traction is poor.  Ride quality and noise are not bad.  I cant comment about tread wear yet.  If you are looking for a performance upgrade, look elsewere; there are much better all-seasons out there for around the same price.",1997 Chevrolet Cavalier Coupe ,"2,000 Miles",Combined Highway/City,"Saskatoon, Sk",Spirited
"March 23, 2005",3.5,this tire came with the manufactures tires,2003 Chevrolet Avalanche 4wd ,"50,000 Miles",On Road/Off Road,"oklhoma city, ok",Spirited
"March 03, 2005",4.5,I have 255s on the rear and 235s on the front.. Probably one of the best cruising tires I have ever had but also when you wanna get up and go they have the grip to put the 350s power to the road,1978 Chevrolet Camaro ,150 Miles,Combined Highway/City,"Girard, OH",Spirited
"February 23, 2005",4.0,Overall a good tire good handling and adequate traction in Michigan Winters.  Seems to wear quickly but used mostly in City which leads to quicker wear.  Good tire for the money also great looking tire.,2001 GMC Safari ,"35,000 Miles",Mostly City,"macomb, MI",Average
"February 18, 2005",2.5,"They dont hold up long on the ranger, has a light back end, not sure what tires would hold up.  But boy oh boy, does that rear end like to hop, even when I try to hold her down so she doesnt hop, oh well, good deal on them, and for a college student, thats all we want.",1994 Ford Ranger 2wd ,"10,000 Miles",All On Road,"Pittsboro, nc",Average
